,0
car,4373
cars,2653
like,2475
one,1905
new,1808
mercedes,1795
think,1769
-,1741
would,1697
lexus,1675
bmw,1533
see,1198
get,1117
much,1111
know,1091
i'm,1065
even,1049
also,1002
people,966
better,937
luxury,929
well,887
look,853
really,853
time,821
way,792
good,789
sales,787
still,776
years,750
say,749
going,743
price,735
make,703
many,700
year,675
said,659
audi,653
want,638
go,630
never,621
lincoln,617
buy,603
interior,589
right,583
drive,582
first,578
best,571
great,569
looks,564
class,558
i've,555
"""",549
back,546
market,538
model,520
jaguar,509
could,509
point,506
different,489
though,486
can't,484
may,470
toyota,468
lot,467
quality,463
design,461
next,460
take,454
last,454
something,452
reliability,448
anyone,446
styling,444
sure,437
anything,437
brand,429
thing,429
made,426
far,424
two,422
driving,422
ever,420
old,420
looking,419
less,419
us,417
things,417
always,415
end,411
since,405
every,403
money,395
around,383
big,381
models,376
actually,375
agree,373
got,371
probably,370
read,367
need,366
that's,365
2,361
ride,361
another,360
technology,355
sell,350
infiniti,350
performance,347
dealer,347
find,346
come,345
believe,345
high,344
long,343
maybe,342
post,342
yet,339
problems,338
either,337
seems,332
engine,330
problem,326
feel,326
makes,324
e,324
fact,323
seen,322
put,319
used,318
least,316
gs,313
current,307
nothing,307
series,307
little,306
i'll,305
experience,299
yes,284
4,283
board,283
saying,281
buyers,280
others,279
etc,278
love,278
i'd,278
else,275
tell,272
guess,272
however,272
japanese,271
german,269
system,267
business,266
pretty,265
thought,265
rear,263
cadillac,261
auto,261
quite,260
real,258
true,257
handling,256
cost,255
opinion,255
2004,254
keep,253
acura,253
miles,251
course,249
top,248
buying,247
based,246
front,246
comes,245
6,244
road,244
value,244
world,243
getting,242
vs,242
owners,242
higher,242
000,241
might,241
vehicle,239
power,238
sold,237
sedan,237
nice,236
simply,235
mean,234
service,234
test,233
seem,232
sport,230
use,228
difference,228
--,227
must,224
reason,224
sl,222
build,221
bought,221
show,219
vehicles,219
brands,218
someone,218
company,217
enough,216
done,215
already,215
issue,214
interesting,213
bit,213
work,212
bad,211
without,211
wrong,210
hard,210
close,209
driven,207
trying,205
everything,205
rather,205
expensive,204
1,204
especially,204
everyone,204
volkswagen,203
person,203
merc1,202
away,202
2003,202
came,200
ago,200
day,200
give,200
today,198
change,197
lease,196
try,195
times,194
past,194
driver,192
case,190
hope,190
saw,189
compared,189
side,188
understand,187
posts,186
line,186
they're,185
remember,185
&,185
talking,184
edmunds,183
making,183
part,183
production,182
v8,182
honda,182
list,181
months,180
2001,179
prices,179
matter,177
place,177
maybach,175
http://www,175
chrysler,174
question,174
pay,173
let,172
days,170
porsche,170
care,168
wait,166
suspension,165
please,165
base,165
almost,164
product,164
thanks,163
article,163
reliable,162
anyway,161
name,161
style,161
month,159
?,159
truly,159
choice,159
given,158
looked,157
went,156
says,156
standard,154
whole,154
found,153
numbers,153
lower,153
type,152
doubt,152
owned,152
selling,151
guys,150
owner,150
seat,150
dealership,149
deal,149
range,149
previous,149
competition,149
discussion,147
phaeton,146
built,146
needs,145
able,145
afford,145
second,145
personal,145
european,145
level,145
(and,144
low,143
drove,143
waiting,143
companies,143
consider,142
wheel,142
amg,142
mb's,141
worth,141
important,141
hear,141
q,140
suv,140
three,140
several,139
2002,139
(i,139
bmw's,139
fun,139
),139
overall,139
concept,138
told,138
sense,138
comments,138
behind,138
took,138
mind,137
similar,137
certainly,137
body,136
issues,136
10,136
average,136
number,136
u,135
merc,135
compete,134
ford,134
image,133
whether,132
offer,132
per,132
personally,131
goes,131
due,130
heard,130
priced,130
gm,130
nav,130
prestige,129
certain,128
japan,128
coming,128
means,127
original,127
although,127
generation,127
except,126
small,126
version,126
maserati,126
bentley,125
story,125
cd,125
ljflx,124
features,124
let's,123
costs,123
thinking,123
wife,123
move,122
buyer,122
comment,122
call,122
segment,122
wanted,122
exterior,121
thats,121
live,121
lexus',121
available,120
early,120
check,119
wheels,119
sports,119
plus,117
ownership,117
products,117
xj8,117
exactly,116
sts,116
control,116
extra,116
speed,116
dealers,116
couple,116
sc,115
package,115
dont,115
c,115
gets,115
hp,115
share,114
"""the",113
a8l,113
area,113
talk,113
reading,113
data,112
ones,112
color,111
beautiful,111
they've,110
perfect,110
2000,110
future,109
large,109
rolls,109
opinions,108
rest,108
enjoy,108
automotive,108
s600,107
transmission,107
guy,107
black,107
bring,107
hybrid,107
become,107
often,107
happen,106
oh,106
short,106
stated,106
major,106
huge,106
option,106
stuff,106
sedans,106
wood,106
usually,105
engineering,105
cr,105
automobile,105
s55,105
order,104
reasons,104
customer,104
lux,104
hand,104
help,104
spend,104
sorry,103
options,103
finally,103
comparison,102
engines,102
sells,102
euro,102
started,101
turn,101
industry,101
europe,101
fine,101
late,101
full,100
set,100
folks,99
whatever,99
hit,99
ask,99
start,99
lots,99
mentioned,99
trunk,99
purchase,99
size,99
considering,98
along,98
near,98
basically,98
possible,98
systems,98
statement,98
expect,98
likely,97
nearly,97
es,97
copy,97
unless,97
warranty,96
marketing,96
recently,96
wonder,96
ugly,96
designs,96
leather,96
definitely,95
called,95
germans,95
happy,95
430,95
somewhat,94
compare,94
shop,94
com,94
link,94
instead,94
view,93
fans,93
enthusiast,93
seriously,93
totally,93
group,93
room,92
within,92
ridiculous,92
drives,92
obviously,91
premium,91
nissan,90
trouble,90
2005,90
example,90
clk,90
light,90
mention,90
awd,90
745i,89
period,89
including,89
life,89
hardly,89
age,89
poor,89
cheaper,89
older,89
earlier,89
kind,89
consumer,89
felt,88
idrive,88
site,88
prefer,88
interiors,88
mine,88
clearly,88
ok,87
r,87
changed,87
cheap,87
wants,87
week,87
info,86
door,86
magazine,86
young,86
there's,86
none,86
we'll,86
(the,85
supposed,85
hold,85
terms,85
easy,85
news,84
platform,84
idea,84
perhaps,84
steering,84
correct,84
information,84
gas,84
topic,83
add,83
disagree,83
imo,83
v6,83
realize,83
fan,82
american,82
8,82
fast,82
friend,82
boards,82
indeed,81
easily,81
sale,81
sl500,81
factor,81
interest,80
total,80
posted,80
lack,80
excellent,80
msrp,80
answer,80
fit,80
decision,80
wish,80
ferrari,79
despite,79
left,79
inside,79
nobody,79
sound,79
customers,79
units,78
copying,78
recent,78
soon,78
points,78
imagine,78
cannot,78
they'll,78
longer,78
chevrolet,78
parts,77
paying,77
lines,77
single,77
500,77
drivers,77
changes,77
family,76
740il,76
pure,76
meant,76
serious,75
later,75
innovation,75
bet,75
knows,75
:-),75
appeal,75
run,75
electronics,75
rx,75
respect,75
suvs,75
simple,75
btw,75
stop,74
debate,74
head,74
e320,74
smart,74
sounds,74
plenty,74
entire,74
takes,73
using,73
quiet,73
lost,73
decided,73
cash,73
(which,73
actual,72
admit,72
rover,72
free,72
gone,72
surprised,71
position,71
motor,71
forget,71
favorite,71
tried,71
chance,71
reputation,71
wise,71
anymore,71
volume,71
fall,71
country,70
comfortable,70
(or,70
asked,70
particular,70
stand,70
local,70
press,69
designed,69
considered,69
argument,69
1990,69
luxurious,69
friends,69
success,69
home,69
space,69
cut,69
superior,68
gorgeous,68
clear,68
manufacturers,68
among,68
liked,68
tires,68
amount,68
spent,68
otherwise,67
weeks,67
review,67
taking,67
competitive,67
sporty,67
buick,67
surveys,67
'04,67
thus,67
ultra,67
germany,67
smooth,67
feature,67
seeing,67
strong,67
sometimes,67
appreciate,66
taken,66
public,66
willing,66
subjective,66
track,66
jdp,66
boring,66
impressed,66
silly,66
absolutely,66
alone,66
pictures,66
safety,66
job,66
reports,65
gt,65
pick,65
status,65
stock,65
latest,65
hyundai,65
lx470,65
resale,65
faster,65
materials,65
stay,64
figure,64
curious,64
town,64
"""i",64
pricing,64
gx,64
ml,64
glad,64
funny,64
introduced,63
concerned,63
building,63
12,63
745,63
particularly,63
message,63
drop,63
completely,63
picture,63
popular,63
lights,63
offers,63
v12,63
interested,62
biggest,62
high-end,62
word,62
0-60,62
aluminum,62
20,62
worse,62
gives,62
!,62
play,62
continue,62
income,62
starting,62
rich,62
amazing,61
dash,61
highest,61
9,61
unique,61
toyota's,61
general,61
conservative,61
lineup,61
obvious,61
comparing,61
outside,61
c&d,61
torque,61
center,60
across,60
attention,60
figures,60
manual,60
neither,60
750il,60
it?,59
works,59
shopping,59
replaced,59
ahead,59
we're,59
host,59
advantage,59
e55,59
air,58
controls,58
enthusiasts,58
match,58
mileage,58
needed,58
competitors,58
smaller,58
beat,58
larger,58
is300,57
0,57
according,57
possibly,57
bottom,57
offered,57
expected,57
survey,57
heritage,57
bigger,56
gave,56
street,56
electrical,56
aston,56
facts,56
ways,56
solid,56
740,56
maintenance,56
yeah,56
towards,56
(not,56
besides,56
740i,56
consumers,56
car's,56
leader,55
open,55
hey,55
trend,55
areas,55
martin,55
shows,55
bland,55
player,54
choices,54
america,54
currently,54
mags,54
main,54
forum,54
words,54
following,54
html,54
luck,54
abc,54
known,54
classic,54
es300,54
anybody,54
regarding,53
note,53
s-500,53
what's,53
giving,53
thank,53
stereo,53
repair,53
fully,53
leasing,53
record,53
claim,53
happens,53
state,53
lol,53
somewhere,52
lead,52
special,52
weight,52
category,52
extremely,52
electronic,52
feels,52
cayenne,52
hell,52
europeans,52
successful,52
reality,52
trim,52
purchased,51
results,51
anywhere,51
unit,51
significant,51
e500,51
regular,51
half,51
choose,51
sticker,51
working,51
rate,51
provide,51
profits,51
parking,50
gotten,50
trade,50
replace,50
stick,50
detroit,50
noticed,50
missed,50
2006,50
feeling,50
upcoming,50
likes,50
spending,50
here's,50
handles,50
history,50
cls,50
added,50
he's,49
game,49
crowd,49
shape,49
pics,49
quickly,49
catch,49
step,49
happened,49
demand,49
lf-s,49
win,49
navigation,49
competitor,49
copied,49
caddy,49
perception,49
third,49
sit,49
hurt,49
offering,49
surely,48
hot,48
impressive,48
reviews,48
common,48
produce,48
today's,48
paid,48
notice,48
land,48
beyond,48
400,48
british,47
equipment,47
fuel,47
1998,47
awesome,47
appealing,47
closer,47
flagship,47
improve,47
race,47
we've,47
doors,47
theory,47
equal,47
powerful,47
truck,47
profit,47
2007,47
key,47
diesel,47
ny,47
pat,47
uses,47
brought,47
loaded,46
horsepower,46
entry,46
sv,46
missing,46
edge,46
hands,46
response,46
unfortunately,46
cadillacs,46
911,45
convertible,45
latter,45
direction,45
hi,45
rr,45
cases,45
60k,45
tested,45
unlike,45
running,45
hopefully,45
lets,45
fix,45
honestly,45
chrome,45
face,45
questions,44
highly,44
financial,44
mark,44
strategy,44
explain,44
listed,44
volvo,44
content,44
speak,44
imho,44
sort,44
salesman,44
allow,44
plan,44
fair,44
15,44
knew,44
differences,44
majority,44
super,44
ultimate,44
starts,43
300,43
computer,43
generally,43
merely,43
rx300,43
park,43
rwd,43
owning,43
page,43
factors,43
form,43
screen,43
regardless,43
factory,43
hate,43
(in,43
decide,43
modern,43
conversation,42
mostly,42
degree,42
straight,42
acceleration,42
versions,42
six,42
headlights,42
dealerships,42
hpx,42
tend,42
miss,42
cues,42
exact,42
individual,42
lex,42
speaking,42
lesser,42
count,41
hence,41
c320,41
touch,41
economy,41
man,41
dohc,41
assume,41
right?,41
silver,41
basic,41
argue,41
double,41
photos,41
basis,41
somehow,41
watch,41
traditional,41
display,41
pointed,41
snow,41
prove,40
yesterday,40
handle,40
approach,40
cruise,40
sl55,40
suggest,40
term,40
accept,40
60,40
automobiles,40
house,40
ls430's,40
slightly,40
rx330,40
residual,40
alot,40
mbs,40
objective,40
improved,40
whereas,40
mistake,40
audi's,40
negative,40
upon,40
north,40
four,40
wonderful,40
crazy,40
suspect,40
telling,39
plastic,39
it'll,39
million,39
complete,39
truth,39
recall,39
automatic,39
745li,39
magazines,39
redesign,39
manufacturer,39
shown,39
tv,39
satisfaction,39
percentage,39
dvd,39
league,38
stories,38
failure,38
typically,38
rarely,38
thoughts,38
(as,38
rates,38
details,38
100,38
follow,38
cool,38
situation,38
dynamics,38
leave,38
effect,38
heavy,38
ready,38
chose,38
innovations,38
comparable,38
weekend,38
sharing,38
colors,38
rolls-royce,38
bother,38
slk,38
save,38
begin,38
relative,38
makers,38
wrote,37
net,37
star,37
puts,37
window,37
percent,37
wow,37
process,37
report,37
maintain,37
shift,37
kept,37
piece,37
autoweek,37
players,37
opposite,37
spring,37
competes,37
vw's,37
research,37
present,37
plain,37
loved,37
